id	sentence1	sentence2	label
345	cine. Muy buen servicio, para uno de los mejores para mí uno de los mejores Para pasar al rato tanto sólo como en compañía de tu familia se les queridos y amigos La verdad estoy muy contento con el servicio y creo que si siguen así van a llegar muy lejos y que sigan innovando todo lo que están haciendo Me parece que los precios están muy accesibles y que el servicio es bastante Bueno creo yo que pueden mejorar un poco más pero me parece que de ahí en fuera todo está muy bien.	cine - general	Positive
345	cine. Muy buen servicio, uno de los mejores para mí. Para pasar el rato, tanto solo como en compañía de tu familia, seres queridos y amigos. La verdad estoy muy contento con el servicio y creo que si siguen así van a llegar muy lejos y que sigan innovando todo lo que están haciendo. Me parece que los precios están muy accesibles y que el servicio es bastante bueno. Creo yo que pueden mejorar un poco más, pero me parece que de ahí en fuera todo está muy bien.	cine - general	Positive
345	cine. Muy buen servicio, para uno de los mejores para mí uno de los mejores Para pasar al rato tanto sólo como en compañía de tu familia se les queridos y amigos La verdad estoy muy contento con el servicio y creo que si siguen así van a llegar muy lejos y que sigan innovando todo lo que están haciendo Me parece que los precios están muy accesibles y que el servicio es bastante Bueno creo yo que pueden mejorar un poco más pero me parece que de ahí en fuera todo está muy bien.	cine - servicio	Positive
345	cine. Muy buen servicio, uno de los mejores para mí. Para pasar el rato, tanto solo como en compañía de tu familia, seres queridos y amigos. La verdad estoy muy contento con el servicio y creo que si siguen así van a llegar muy lejos y que sigan innovando todo lo que están haciendo. Me parece que los precios están muy accesibles y que el servicio es bastante bueno. Creo yo que pueden mejorar un poco más, pero me parece que de ahí en fuera todo está muy bien.	cine - servicio	Positive
616	cine. Me gustan sus sillones, muy cómodos. Y las pantallas recomendables. Buen lugar para ver una película.	cine - sillones	Positive
616	cine. Me gustan sus sillones, son muy cómodos. Y las pantallas recomendables. Buen lugar para ver una película.	cine - sillones	Positive
616	cine. Me gustan sus sillones, muy cómodos. Y las pantallas recomendables. Buen lugar para ver una película.	cine - pantallas	Positive
616	cine. Me gustan sus sillones, son muy cómodos. Y las pantallas recomendables. Buen lugar para ver una película.	cine - pantallas	Positive
616	cine. Me gustan sus sillones, muy cómodos. Y las pantallas recomendables. Buen lugar para ver una película.	cine - lugar	Positive
616	cine. Me gustan sus sillones, son muy cómodos. Y las pantallas recomendables. Buen lugar para ver una película.	cine - lugar	Positive
788	panadería. Buen pan con mucho surtido	panadería - pan	Positive
788	panadería. Buen pan con mucho surtido.	panadería - pan	Positive
788	panadería. Buen pan con mucho surtido	panadería - surtido	Positive
788	panadería. Buen pan con mucho surtido.	panadería - surtido	Positive
1063	panadería. Si supieran las condiciones insalubres, en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada La sucursal de Uruguay, es la más sucia El pan lo almacenan frente a los baños con moscas Por si fuera poco el personal no se lava las manos ya que no le proporcionan jabón Guácala	panadería - almacenamiento	Negative
1063	panadería. Si supieran las condiciones insalubres en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada. La sucursal de Uruguay es la más sucia. El pan lo almacenan frente a los baños con moscas. Por si fuera poco, el personal no se lava las manos, ya que no le proporcionan jabón. Guácala.	panadería - almacenamiento	Negative
1063	panadería. Si supieran las condiciones insalubres, en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada La sucursal de Uruguay, es la más sucia El pan lo almacenan frente a los baños con moscas Por si fuera poco el personal no se lava las manos ya que no le proporcionan jabón Guácala	panadería - mayoristas	Negative
1063	panadería. Si supieran las condiciones insalubres en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada. La sucursal de Uruguay es la más sucia. El pan lo almacenan frente a los baños con moscas. Por si fuera poco, el personal no se lava las manos, ya que no le proporcionan jabón. Guácala.	panadería - mayoristas	Negative
1063	panadería. Si supieran las condiciones insalubres, en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada La sucursal de Uruguay, es la más sucia El pan lo almacenan frente a los baños con moscas Por si fuera poco el personal no se lava las manos ya que no le proporcionan jabón Guácala	panadería - personal	Negative
1063	panadería. Si supieran las condiciones insalubres en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada. La sucursal de Uruguay es la más sucia. El pan lo almacenan frente a los baños con moscas. Por si fuera poco, el personal no se lava las manos, ya que no le proporcionan jabón. Guácala.	panadería - personal	Negative
1063	panadería. Si supieran las condiciones insalubres, en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada La sucursal de Uruguay, es la más sucia El pan lo almacenan frente a los baños con moscas Por si fuera poco el personal no se lava las manos ya que no le proporcionan jabón Guácala	panadería - general	Negative
1063	panadería. Si supieran las condiciones insalubres en las que laboran, aparte los mayoristas manosean el pan de una manera desmesurada. La sucursal de Uruguay es la más sucia. El pan lo almacenan frente a los baños con moscas. Por si fuera poco, el personal no se lava las manos, ya que no le proporcionan jabón. Guácala.	panadería - general	Negative
1365	tienda de autoservicio. Son muy amables	tienda de autoservicio - Servicio	Positive
1365	tienda de autoservicio. Son muy amables.	tienda de autoservicio - Servicio	Positive
356	cine. En la sala VIP se tardan mucho en llevar la comida, siempre falta algo. Yel co e está muy poco accesible, para discapacitados ytercera edad me parece complicado y largo su acceso desde estacionamiento.	cine - complejo	Negative
356	cine. En la sala VIP se tardan mucho en llevar la comida y siempre falta algo. El complejo es muy poco accesible para discapacitados y gente de la tercera edad. El acceso desde el estacionamiento me parece complicado y largo.	cine - complejo	Negative
356	cine. En la sala VIP se tardan mucho en llevar la comida, siempre falta algo. Yel co e está muy poco accesible, para discapacitados ytercera edad me parece complicado y largo su acceso desde estacionamiento.	cine - sala VIP	Negative
356	cine. En la sala VIP se tardan mucho en llevar la comida y siempre falta algo. El complejo es muy poco accesible para discapacitados y gente de la tercera edad. El acceso desde el estacionamiento me parece complicado y largo.	cine - sala VIP	Negative
356	cine. En la sala VIP se tardan mucho en llevar la comida, siempre falta algo. Yel co e está muy poco accesible, para discapacitados ytercera edad me parece complicado y largo su acceso desde estacionamiento.	cine - acceso	Negative
356	cine. En la sala VIP se tardan mucho en llevar la comida y siempre falta algo. El complejo es muy poco accesible para discapacitados y gente de la tercera edad. El acceso desde el estacionamiento me parece complicado y largo.	cine - acceso	Negative
483	cine. Los asientos son muy cómodos pantalla, sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba debería tener forma de ocultarse. Servicio excelente!	cine - asientos	Positive
483	cine. Los asientos son muy cómodos, la pantalla y el sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba, debería tener forma de ocultarse. ¡Servicio excelente!	cine - asientos	Positive
483	cine. Los asientos son muy cómodos pantalla, sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba debería tener forma de ocultarse. Servicio excelente!	cine - mesa de butacas	Negative
483	cine. Los asientos son muy cómodos, la pantalla y el sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba, debería tener forma de ocultarse. ¡Servicio excelente!	cine - mesa de butacas	Negative
483	cine. Los asientos son muy cómodos pantalla, sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba debería tener forma de ocultarse. Servicio excelente!	cine - pantalla	Positive
483	cine. Los asientos son muy cómodos, la pantalla y el sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba, debería tener forma de ocultarse. ¡Servicio excelente!	cine - pantalla	Positive
483	cine. Los asientos son muy cómodos pantalla, sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba debería tener forma de ocultarse. Servicio excelente!	cine - sonido	Positive
483	cine. Los asientos son muy cómodos, la pantalla y el sonido ok, en lo personal no me gusta la mesita que hay en las butacas, aunque gira me parece que estorba, debería tener forma de ocultarse. ¡Servicio excelente!	cine - sonido	Positive
491	cine. Están chiquitas las salas y los asientos un poco incómodos a mi parecer, lo que me gustó es que en tu asiento tienes una pequeña mesa que puedes poner tus palomitas y refrescos cómodamente	cine - asientos	Negative
491	cine. Están chiquitas las salas y los asientos un poco incómodos a mi parecer, lo que me gustó es que en tu asiento tienes una pequeña mesa en la que puedes poner tus palomitas y refrescos cómodamente.	cine - asientos	Negative
491	cine. Están chiquitas las salas y los asientos un poco incómodos a mi parecer, lo que me gustó es que en tu asiento tienes una pequeña mesa que puedes poner tus palomitas y refrescos cómodamente	cine - salas	Negative
491	cine. Están chiquitas las salas y los asientos un poco incómodos a mi parecer, lo que me gustó es que en tu asiento tienes una pequeña mesa en la que puedes poner tus palomitas y refrescos cómodamente.	cine - salas	Negative
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8	tienda de autoservicio - variedad	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8.	tienda de autoservicio - variedad	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8	tienda de autoservicio - precios	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8.	tienda de autoservicio - precios	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8	tienda de autoservicio - atención	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8.	tienda de autoservicio - atención	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8	tienda de autoservicio - atención	Negative
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8.	tienda de autoservicio - atención	Negative
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8	tienda de autoservicio - general	Positive
1179	tienda de autoservicio. Encontré gran variedad de productos. Los precios son competitivos. La atención es buena sin llegar a ser extraordinaria. En general está bien. Les doy un 8.	tienda de autoservicio - general	Positive
937	panadería. El personal siempre amable, si uno quiere hasta le calientan el pan (salado).	panadería - personal	Positive
937	panadería. El personal siempre es amable, si uno quiere, hasta le calientan el pan (salado).	panadería - personal	Positive
3083	parque temático. ME GUSTÓ VUELO DE PÁJARO Y EL XENSATORIUM	parque temático - vuelo de pájaro	Positive
3083	parque temático. Me gustó el vuelo de pajaro y el xensatorium.	parque temático - vuelo de pájaro	Positive
1128	panadería. Muy recomendable lugar para comprar pan elaborado con pasta de hojaldre.	panadería - pasta hojaldre	Positive
1128	panadería. Muy recomendable lugar para comprar pan elaborado con pasta de hojaldre.	panadería - pasta hojaldre	Positive
1128	panadería. Muy recomendable lugar para comprar pan elaborado con pasta de hojaldre.	panadería - lugar	Positive
1128	panadería. Muy recomendable lugar para comprar pan elaborado con pasta de hojaldre.	panadería - lugar	Positive
1393	tienda de autoservicio. No hay un gran surtido pero te puede sacar de un apuro	tienda de autoservicio - surtido	Negative
1393	tienda de autoservicio. No hay un gran surtido, pero te puede sacar de un apuro.	tienda de autoservicio - surtido	Negative
1393	tienda de autoservicio. No hay un gran surtido pero te puede sacar de un apuro	tienda de autoservicio - general	Positive
1393	tienda de autoservicio. No hay un gran surtido, pero te puede sacar de un apuro.	tienda de autoservicio - general	Positive
903	panadería. Hoy asistí a esta sucursal y prácticamente esta abandonada por no decir en quiebra..la puerta de entrada no servia...habia dos charolas de pan y 5 pasteles...un solo empleado...q ni sabia de q eran los pasteles...y en las escaleras de entrada olía a orines ...no regresare	panadería - escalera	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente está abandonada, por no decir en quiebra. La puerta de entrada no servía, había dos charolas de pan, 5 pasteles y un solo empleado que ni sabía de qué eran los pasteles. En las escaleras de entrada olía a orines, no regresaré.	panadería - escalera	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente esta abandonada por no decir en quiebra..la puerta de entrada no servia...habia dos charolas de pan y 5 pasteles...un solo empleado...q ni sabia de q eran los pasteles...y en las escaleras de entrada olía a orines ...no regresare	panadería - charolas de pan	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente está abandonada, por no decir en quiebra. La puerta de entrada no servía, había dos charolas de pan, 5 pasteles y un solo empleado que ni sabía de qué eran los pasteles. En las escaleras de entrada olía a orines, no regresaré.	panadería - charolas de pan	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente esta abandonada por no decir en quiebra..la puerta de entrada no servia...habia dos charolas de pan y 5 pasteles...un solo empleado...q ni sabia de q eran los pasteles...y en las escaleras de entrada olía a orines ...no regresare	panadería - sucursal	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente está abandonada, por no decir en quiebra. La puerta de entrada no servía, había dos charolas de pan, 5 pasteles y un solo empleado que ni sabía de qué eran los pasteles. En las escaleras de entrada olía a orines, no regresaré.	panadería - sucursal	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente esta abandonada por no decir en quiebra..la puerta de entrada no servia...habia dos charolas de pan y 5 pasteles...un solo empleado...q ni sabia de q eran los pasteles...y en las escaleras de entrada olía a orines ...no regresare	panadería - empleado	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente está abandonada, por no decir en quiebra. La puerta de entrada no servía, había dos charolas de pan, 5 pasteles y un solo empleado que ni sabía de qué eran los pasteles. En las escaleras de entrada olía a orines, no regresaré.	panadería - empleado	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente esta abandonada por no decir en quiebra..la puerta de entrada no servia...habia dos charolas de pan y 5 pasteles...un solo empleado...q ni sabia de q eran los pasteles...y en las escaleras de entrada olía a orines ...no regresare	panadería - puerta	Negative
903	panadería. Hoy asistí a esta sucursal y prácticamente está abandonada, por no decir en quiebra. La puerta de entrada no servía, había dos charolas de pan, 5 pasteles y un solo empleado que ni sabía de qué eran los pasteles. En las escaleras de entrada olía a orines, no regresaré.	panadería - puerta	Negative
1131	panadería. Pan fresco a buenos precios. El cheesecake es excelente!	panadería - cheesecake	Positive
1131	panadería. Pan fresco a buenos precios. ¡El cheesecake es excelente!	panadería - cheesecake	Positive
1131	panadería. Pan fresco a buenos precios. El cheesecake es excelente!	panadería - pan	Positive
1131	panadería. Pan fresco a buenos precios. ¡El cheesecake es excelente!	panadería - pan	Positive
1131	panadería. Pan fresco a buenos precios. El cheesecake es excelente!	panadería - precios	Positive
1131	panadería. Pan fresco a buenos precios. ¡El cheesecake es excelente!	panadería - precios	Positive
1013	panadería. En particular el sabor y la calidad del pan del pastel es muy buena.	panadería - Sabor pastel	Positive
1013	panadería. En particular el sabor y la calidad del pan y del pastel es muy buena.	panadería - Sabor pastel	Positive
1013	panadería. En particular el sabor y la calidad del pan del pastel es muy buena.	panadería - Calidad pastel	Positive
1013	panadería. En particular el sabor y la calidad del pan y del pastel es muy buena.	panadería - Calidad pastel	Positive
1013	panadería. En particular el sabor y la calidad del pan del pastel es muy buena.	panadería - Calidad pan	Positive
1013	panadería. En particular el sabor y la calidad del pan y del pastel es muy buena.	panadería - Calidad pan	Positive
861	panadería. Poca variedad de pan, el café es muy bueno pero estaba frío.	panadería - café	Positive
861	panadería. Poca variedad de pan, el café es muy bueno, pero estaba frío.	panadería - café	Positive
861	panadería. Poca variedad de pan, el café es muy bueno pero estaba frío.	panadería - café	Negative
861	panadería. Poca variedad de pan, el café es muy bueno, pero estaba frío.	panadería - café	Negative
861	panadería. Poca variedad de pan, el café es muy bueno pero estaba frío.	panadería - pan	Negative
861	panadería. Poca variedad de pan, el café es muy bueno, pero estaba frío.	panadería - pan	Negative
